linhas,periodos,C
2,55,30960
2,56,30960
2,57,30960
2,58,30960
2,59,30960
2,60,30960
2,61,30960
2,62,30960
2,63,30960
2,64,30960
2,65,30960
2,66,30960
2,67,30960
2,68,30960
2,69,30960
2,70,30960
2,71,30960
2,72,30960
2,73,30960
2,74,30960
2,75,30960
2,76,30960
2,77,30960
2,78,30960
2,79,30960
2,80,30960
2,81,30960
2,82,30960
2,83,30960
2,84,30960
2,85,30960
2,86,30960
2,87,30960
2,88,30960
2,89,30960
2,90,30960
2,91,30960
2,92,30960
2,93,30960
2,94,30960
2,95,30960
2,96,30960
2,97,30960
2,98,30960
2,99,30960
2,100,30960
2,101,30960
2,102,30960
2,103,30960
2,104,30960
2,105,30960
2,106,30960
2,107,30960
2,108,30960
2,109,30960
2,110,30960
2,111,30960
2,112,30960
2,113,30960
2,114,30960
2,115,30960
2,116,30960
2,117,30960
2,118,30960
2,119,30960
2,120,30960
2,121,30960
2,122,30960
2,123,30960
2,124,30960
2,125,30960
2,126,30960
2,127,30960
2,128,30960
2,129,30960
2,130,30960
2,131,30960
2,132,30960
2,133,30960
2,134,30960
2,135,30960
2,136,30960
2,137,30960
2,138,30960
2,139,30960
2,140,30960
2,141,30960
2,142,30960
2,143,30960
2,144,30960
2,145,30960
2,146,30960
2,147,30960
2,148,30960
2,149,30960
2,150,30960
2,151,30960
2,152,30960
2,153,30960
2,154,30960
2,155,30960
2,156,30960
2,157,30960
2,158,30960
2,159,30960
2,160,30960
2,161,30960
2,162,30960
2,163,30960
2,164,30960
2,165,30960
2,166,30960
2,167,30960
2,168,30960
2,169,30960
2,170,30960
2,171,30960
2,172,30960
2,173,30960
2,174,30960
2,175,30960
2,176,30960
2,177,30960
2,178,30960
2,179,30960
2,180,30960
2,181,30960
2,182,30960
2,183,30960
2,184,30960
2,185,30960
2,186,30960
2,187,30960
2,188,30960
2,189,30960
2,190,30960
2,191,30960
2,192,30960
2,193,30960
2,194,30960
2,195,30960
2,196,30960
2,197,30960
2,198,30960
2,199,30960
2,200,30960
2,201,30960
2,202,30960
2,203,30960
2,204,30960
2,205,30960
2,206,30960
2,207,30960
2,208,30960
2,209,30960
2,210,30960
2,211,30960
2,212,30960
2,213,30960
2,214,30960
2,215,30960
2,216,30960
2,217,30960
2,218,30960
2,219,30960
2,220,30960
2,221,30960
2,222,30960
2,223,30960
2,224,30960
2,225,30960
2,226,30960
2,227,30960
2,228,30960
2,229,30960
2,230,30960
2,231,30960
2,232,30960
2,233,30960
2,234,30960
2,235,30960
2,236,30960
2,237,30960
2,238,30960
2,239,30960
2,240,30960
2,241,30960
2,242,30960
2,243,30960
2,244,30960
2,245,30960
2,246,30960
2,247,30960
2,248,30960
2,249,30960
2,250,30960
2,251,30960
3,1,30960
3,2,30960
3,3,30960
3,4,30960
3,5,30960
3,6,30960
3,7,30960
3,8,30960
3,9,30960
3,10,30960
3,11,30960
3,12,30960
3,13,30960
3,14,30960
3,15,30960
3,16,30960
3,17,30960
3,18,30960
3,19,30960
3,20,30960
3,21,30960
3,22,30960
3,23,30960
3,24,30960
3,25,30960
3,26,30960
3,27,30960
3,28,30960
3,29,30960
3,30,30960
3,31,30960
3,32,30960
3,33,30960
3,34,30960
3,35,30960
3,36,30960
3,37,30960
3,38,30960
3,39,30960
3,40,30960
3,41,30960
3,42,30960
3,43,30960
3,44,30960
3,45,30960
3,46,30960
3,47,30960
3,48,30960
3,49,30960
3,50,30960
3,51,30960
3,52,30960
3,53,30960
3,54,30960
3,55,30960
3,56,30960
3,57,30960
3,58,30960
3,59,30960
3,60,30960
3,61,30960
3,62,30960
3,63,30960
3,64,30960
3,65,30960
3,66,30960
3,67,30960
3,68,30960
3,69,30960
3,70,30960
3,71,30960
3,72,30960
3,73,30960
3,74,30960
3,75,30960
3,76,30960
3,77,30960
3,78,30960
3,79,30960
3,80,30960
3,81,30960
3,82,30960
3,83,30960
3,84,30960
3,85,30960
3,86,30960
3,87,30960
3,88,30960
3,89,30960
3,90,30960
3,91,30960
3,92,30960
3,93,30960
3,94,30960
3,95,30960
3,96,30960
3,97,30960
3,98,30960
3,99,30960
3,100,30960
3,101,30960
3,102,30960
3,103,30960
3,104,30960
3,105,30960
3,106,30960
3,107,30960
3,108,30960
3,109,30960
3,110,30960
3,111,30960
3,112,30960
3,113,30960
3,114,30960
3,115,30960
3,116,30960
3,117,30960
3,118,30960
3,119,30960
3,120,30960
3,121,30960
3,122,30960
3,123,30960
3,124,30960
3,125,30960
3,126,30960
3,127,30960
3,128,30960
3,129,30960
3,130,30960
3,131,30960
3,132,30960
3,133,30960
3,134,30960
3,135,30960
3,136,30960
3,137,30960
3,138,30960
3,139,30960
3,140,30960
3,141,30960
3,142,30960
3,143,30960
3,144,30960
3,145,30960
3,146,30960
3,147,30960
3,148,30960
3,149,30960
3,150,30960
3,151,30960
3,152,30960
3,153,30960
3,154,30960
3,155,30960
3,156,30960
3,157,30960
3,158,30960
3,159,30960
3,160,30960
3,161,30960
3,162,30960
3,163,30960
3,164,30960
3,165,30960
3,166,30960
3,167,30960
3,168,30960
3,169,30960
3,170,30960
3,171,30960
3,172,30960
3,173,30960
3,174,30960
3,175,30960
3,176,30960
3,177,30960
3,178,30960
3,179,30960
3,180,30960
3,181,30960
3,182,30960
3,183,30960
3,184,30960
3,185,30960
3,186,30960
3,187,30960
3,188,30960
3,189,30960
3,190,30960
3,191,30960
3,192,30960
3,193,30960
3,194,30960
3,195,30960
3,196,30960
3,197,30960
3,198,30960
3,199,30960
3,200,30960
3,201,30960
3,202,30960
3,203,30960
3,204,30960
3,205,30960
3,206,30960
3,207,30960
3,208,30960
3,209,30960
3,210,30960
3,211,30960
3,212,30960
3,213,30960
3,214,30960
3,215,30960
3,216,30960
3,217,30960
3,218,30960
3,219,30960
3,220,30960
3,221,30960
3,222,30960
3,223,30960
3,224,30960
3,225,30960
3,226,30960
3,227,30960
3,228,30960
3,229,30960
3,230,30960
3,231,30960
3,232,30960
3,233,30960
3,234,30960
3,235,30960
3,236,30960
3,237,30960
3,238,30960
3,239,30960
3,240,30960
3,241,30960
3,242,30960
3,243,30960
3,244,30960
3,245,30960
3,246,30960
3,247,30960
3,248,30960
3,249,30960
3,250,30960
3,251,30960
4,1,30960
4,2,30960
4,3,30960
4,4,30960
4,5,30960
4,6,30960
4,7,30960
4,8,30960
4,9,30960
4,10,30960
4,11,30960
4,12,30960
4,13,30960
4,14,30960
4,15,30960
4,16,30960
4,17,30960
4,18,30960
4,19,30960
4,20,30960
4,21,30960
4,22,30960
4,23,30960
4,24,30960
4,25,30960
4,26,30960
4,27,30960
4,28,30960
4,29,30960
4,30,30960
4,31,30960
4,32,30960
4,33,30960
4,34,30960
4,35,30960
4,36,30960
4,37,30960
4,38,30960
4,39,30960
4,40,30960
4,41,30960
4,42,30960
4,43,30960
4,44,30960
4,45,30960
4,46,30960
4,47,30960
4,48,30960
4,49,30960
4,50,30960
4,51,30960
4,52,30960
4,53,30960
4,54,30960
4,55,30960
4,56,30960
4,57,30960
4,58,30960
4,59,30960
4,60,30960
4,61,30960
4,62,30960
4,63,30960
4,64,30960
4,65,30960
4,66,30960
4,67,30960
4,68,30960
4,69,30960
4,70,30960
4,71,30960
4,72,30960
4,73,30960
4,74,30960
4,75,30960
4,76,30960
4,77,30960
4,78,30960
4,79,30960
4,80,30960
4,81,30960
4,82,30960
4,83,30960
4,84,30960
4,85,30960
4,86,30960
4,87,30960
4,88,30960
4,89,30960
4,90,30960
4,91,30960
4,92,30960
4,93,30960
4,94,30960
4,95,30960
4,96,30960
4,97,30960
4,98,30960
4,99,30960
4,100,30960
4,101,30960
4,102,30960
4,103,30960
4,104,30960
4,105,30960
4,106,30960
4,107,30960
4,108,30960
4,109,30960
4,110,30960
4,111,30960
4,112,30960
4,113,30960
4,114,30960
4,115,30960
4,116,30960
4,117,30960
4,118,30960
4,119,30960
4,120,30960
4,121,30960
4,122,30960
4,123,30960
4,124,30960
4,125,30960
4,126,30960
4,127,30960
4,128,30960
4,129,30960
4,130,30960
4,131,30960
4,132,30960
4,133,30960
4,134,30960
4,135,30960
4,136,30960
4,137,30960
4,138,30960
4,139,30960
4,140,30960
4,141,30960
4,142,30960
4,143,30960
4,144,30960
4,145,30960
4,146,30960
4,147,30960
4,148,30960
4,149,30960
4,150,30960
4,151,30960
4,152,30960
4,153,30960
4,154,30960
4,155,30960
4,156,30960
4,157,30960
4,158,30960
4,159,30960
4,160,30960
4,161,30960
4,162,30960
4,163,30960
4,164,30960
4,165,30960
4,166,30960
4,167,30960
4,168,30960
4,169,30960
4,170,30960
4,171,30960
4,172,30960
4,173,30960
4,174,30960
4,175,30960
4,176,30960
4,177,30960
4,178,30960
4,179,30960
4,180,30960
4,181,30960
4,182,30960
4,183,30960
4,184,30960
4,185,30960
4,186,30960
4,187,30960
4,188,30960
4,189,30960
4,190,30960
4,191,30960
4,192,30960
4,193,30960
4,194,30960
4,195,30960
4,196,30960
4,197,30960
4,198,30960
4,199,30960
4,200,30960
4,201,30960
4,202,30960
4,203,30960
4,204,30960
4,205,30960
4,206,30960
4,207,30960
4,208,30960
4,209,30960
4,210,30960
4,211,30960
4,212,30960
4,213,30960
4,214,30960
4,215,30960
4,216,30960
4,217,30960
4,218,30960
4,219,30960
4,220,30960
4,221,30960
4,222,30960
4,223,30960
4,224,30960
4,225,30960
4,226,30960
4,227,30960
4,228,30960
4,229,30960
4,230,30960
4,231,30960
4,232,30960
4,233,30960
4,234,30960
4,235,30960
4,236,30960
4,237,30960
4,238,30960
4,239,30960
4,240,30960
4,241,30960
4,242,30960
4,243,30960
4,244,30960
4,245,30960
4,246,30960
4,247,30960
4,248,30960
4,249,30960
4,250,30960
4,251,30960
5,1,30960
5,2,30960
5,3,30960
5,4,30960
5,5,30960
5,6,30960
5,7,30960
5,8,30960
5,9,30960
5,10,30960
5,11,30960
5,12,30960
5,13,30960
5,14,30960
5,15,30960
5,16,30960
5,17,30960
5,18,30960
5,19,30960
5,20,30960
5,21,30960
5,22,30960
5,23,30960
5,24,30960
5,25,30960
5,26,30960
5,27,30960
5,28,30960
5,29,30960
5,30,30960
5,31,30960
5,32,30960
5,33,30960
5,34,30960
5,35,30960
5,36,30960
5,37,30960
5,38,30960
5,39,30960
5,40,30960
5,41,30960
5,42,30960
5,43,30960
5,44,30960
5,45,30960
5,46,30960
5,47,30960
5,48,30960
5,49,30960
5,50,30960
5,51,30960
5,52,30960
5,53,30960
5,54,30960
5,55,30960
5,56,30960
5,57,30960
5,58,30960
5,59,30960
5,60,30960
5,61,30960
5,62,30960
5,63,30960
5,64,30960
5,65,30960
5,66,30960
5,67,30960
5,68,30960
5,69,30960
5,70,30960
5,71,30960
5,72,30960
5,73,30960
5,74,30960
5,75,30960
5,76,30960
5,77,30960
5,78,30960
5,79,30960
5,80,30960
5,81,30960
5,82,30960
5,83,30960
5,84,30960
5,85,30960
5,86,30960
5,87,30960
5,88,30960
5,89,30960
5,90,30960
5,91,30960
5,92,30960
5,93,30960
5,94,30960
5,95,30960
5,96,30960
5,97,30960
5,98,30960
5,99,30960
5,100,30960
5,101,30960
5,102,30960
5,103,30960
5,104,30960
5,105,30960
5,106,30960
5,107,30960
5,108,30960
5,109,30960
5,110,30960
5,111,30960
5,112,30960
5,113,30960
5,114,30960
5,115,30960
5,116,30960
5,117,30960
5,118,30960
5,119,30960
5,120,30960
5,121,30960
5,122,30960
5,123,30960
5,124,30960
5,125,30960
5,126,30960
5,127,30960
5,128,30960
5,129,30960
5,130,30960
5,131,30960
5,132,30960
5,133,30960
5,134,30960
5,135,30960
5,136,30960
5,137,30960
5,138,30960
5,139,30960
5,140,30960
5,141,30960
5,142,30960
5,143,30960
5,144,30960
5,145,30960
5,146,30960
5,147,30960
5,148,30960
5,149,30960
5,150,30960
5,151,30960
5,152,30960
5,153,30960
5,154,30960
5,155,30960
5,156,30960
5,157,30960
5,158,30960
5,159,30960
5,160,30960
5,161,30960
5,162,30960
5,163,30960
5,164,30960
5,165,30960
5,166,30960
5,167,30960
5,168,30960
5,169,30960
5,170,30960
5,171,30960
5,172,30960
5,173,30960
5,174,30960
5,175,30960
5,176,30960
5,177,30960
5,178,30960
5,179,30960
5,180,30960
5,181,30960
5,182,30960
5,183,30960
5,184,30960
5,185,30960
5,186,30960
5,187,30960
5,188,30960
5,189,30960
5,190,30960
5,191,30960
5,192,30960
5,193,30960
5,194,30960
5,195,30960
5,196,30960
5,197,30960
5,198,30960
5,199,30960
5,200,30960
5,201,30960
5,202,30960
5,203,30960
5,204,30960
5,205,30960
5,206,30960
5,207,30960
5,208,30960
5,209,30960
5,210,30960
5,211,30960
5,212,30960
5,213,30960
5,214,30960
5,215,30960
5,216,30960
5,217,30960
5,218,30960
5,219,30960
5,220,30960
5,221,30960
5,222,30960
5,223,30960
5,224,30960
5,225,30960
5,226,30960
5,227,30960
5,228,30960
5,229,30960
5,230,30960
5,231,30960
5,232,30960
5,233,30960
5,234,30960
5,235,30960
5,236,30960
5,237,30960
5,238,30960
5,239,30960
5,240,30960
5,241,30960
5,242,30960
5,243,30960
5,244,30960
5,245,30960
5,246,30960
5,247,30960
5,248,30960
5,249,30960
5,250,30960
5,251,30960
6,1,30960
6,2,30960
6,3,30960
6,4,30960
6,5,30960
6,6,30960
6,7,30960
6,8,30960
6,9,30960
6,10,30960
6,11,30960
6,12,30960
6,13,30960
6,14,30960
6,15,30960
6,16,30960
6,17,30960
6,18,30960
6,19,30960
6,20,30960
6,21,30960
6,22,30960
6,23,30960
6,24,30960
6,25,30960
6,26,30960
6,27,30960
6,28,30960
6,29,30960
6,30,30960
6,31,30960
6,32,30960
6,33,30960
6,34,30960
6,35,30960
6,36,30960
6,37,30960
6,38,30960
6,39,30960
6,40,30960
6,41,30960
6,42,30960
6,43,30960
6,44,30960
6,45,30960
6,46,30960
6,47,30960
6,48,30960
6,49,30960
6,50,30960
6,51,30960
6,52,30960
6,53,30960
6,54,30960
6,55,30960
6,56,30960
6,57,30960
6,58,30960
6,59,30960
6,60,30960
6,61,30960
6,62,30960
6,63,30960
6,64,30960
6,65,30960
6,66,30960
6,67,30960
6,68,30960
6,69,30960
6,70,30960
6,71,30960
6,72,30960
6,73,30960
6,74,30960
6,75,30960
6,76,30960
6,77,30960
6,78,30960
6,79,30960
6,80,30960
6,81,30960
6,82,30960
6,83,30960
6,84,30960
6,85,30960
6,86,30960
6,87,30960
6,88,30960
6,89,30960
6,90,30960
6,91,30960
6,92,30960
6,93,30960
6,94,30960
6,95,30960
6,96,30960
6,97,30960
6,98,30960
6,99,30960
6,100,30960
6,101,30960
6,102,30960
6,103,30960
6,104,30960
6,105,30960
6,106,30960
6,107,30960
6,108,30960
6,109,30960
6,110,30960
6,111,30960
6,112,30960
6,113,30960
6,114,30960
6,115,30960
6,116,30960
6,117,30960
6,118,30960
6,119,30960
6,120,30960
6,121,30960
6,122,30960
6,123,30960
6,124,30960
6,125,30960
6,126,30960
6,127,30960
6,128,30960
6,129,30960
6,130,30960
6,131,30960
6,132,30960
6,133,30960
6,134,30960
6,135,30960
6,136,30960
6,137,30960
6,138,30960
6,139,30960
6,140,30960
6,141,30960
6,142,30960
6,143,30960
6,144,30960
6,145,30960
6,146,30960
6,147,30960
6,148,30960
6,149,30960
6,150,30960
6,151,30960
6,152,30960
6,153,30960
6,154,30960
6,155,30960
6,156,30960
6,157,30960
6,158,30960
6,159,30960
6,160,30960
6,161,30960
6,162,30960
6,163,30960
6,164,30960
6,165,30960
6,166,30960
6,167,30960
6,168,30960
6,169,30960
6,170,30960
6,171,30960
6,172,30960
6,173,30960
6,174,30960
6,175,30960
6,176,30960
6,177,30960
6,178,30960
6,179,30960
6,180,30960
6,181,30960
6,182,30960
6,183,30960
6,184,30960
6,185,30960
6,186,30960
6,187,30960
6,188,30960
6,189,30960
6,190,30960
6,191,30960
6,192,30960
6,193,30960
6,194,30960
6,195,30960
6,196,30960
6,197,30960
6,198,30960
6,199,30960
6,200,30960
6,201,30960
6,202,30960
6,203,30960
6,204,30960
6,205,30960
6,206,30960
6,207,30960
6,208,30960
6,209,30960
6,210,30960
6,211,30960
6,212,30960
6,213,30960
6,214,30960
6,215,30960
6,216,30960
6,217,30960
6,218,30960
6,219,30960
6,220,30960
6,221,30960
6,222,30960
6,223,30960
6,224,30960
6,225,30960
6,226,30960
6,227,30960
6,228,30960
6,229,30960
6,230,30960
6,231,30960
6,232,30960
6,233,30960
6,234,30960
6,235,30960
6,236,30960
6,237,30960
6,238,30960
6,239,30960
6,240,30960
6,241,30960
6,242,30960
6,243,30960
6,244,30960
6,245,30960
6,246,30960
6,247,30960
6,248,30960
6,249,30960
6,250,30960
6,251,30960
